order_id,customer_id,order_date,shipping_date,order_status,total_amount
748866,3193,2024-08-04,,Returned,399.36
223053,9131,2024-08-15,2024-08-17,Pending,166.02
937865,5961,2024-06-01,,Returned,364.3
581323,4542,2024-08-10,,Cancelled,78.5
105449,6304,2024-06-15,2024-06-21,Pending,21.13
586854,2813,2024-12-30,2025-01-03,Delivered,399.97
406154,8579,2024-09-30,2024-10-02,Delivered,190.83
262010,1102,2024-07-22,,Cancelled,439.09
460299,3575,2024-07-02,2024-07-08,Shipped,73.6
894632,1480,2024-06-16,2024-06-20,Delivered,318.79
275138,5143,2024-12-13,2024-12-16,Delivered,325.63
861044,9127,2024-12-25,,Returned,309.52
180986,9424,2024-06-18,,Returned,209.3
792201,8142,2024-12-06,,Returned,116.68
214764,8680,2024-10-15,2024-10-17,Delivered,77.97
521770,7186,2024-10-21,2024-10-28,Shipped,476.33
606424,5254,2024-12-16,,Returned,245.89
603751,9172,2024-09-27,2024-09-30,Delivered,425.11
593309,9401,2024-09-13,,Returned,35.37
890102,9113,2024-09-18,,Cancelled,417.85
984048,5536,2024-08-31,2024-09-05,Delivered,170.0
699687,4374,2024-06-17,2024-06-24,Shipped,121.13
835073,2509,2024-07-05,,Cancelled,442.83
423789,4272,2024-10-08,2024-10-15,Shipped,274.09
567867,5786,2024-08-24,,Returned,288.34
845633,8839,2024-11-19,2024-11-21,Pending,284.8
498134,4469,2024-06-06,2024-06-10,Delivered,147.18
551300,8300,2024-10-12,2024-10-15,Shipped,417.24
517296,6566,2024-07-15,2024-07-18,Delivered,415.44
532228,1674,2024-09-17,2024-09-24,Pending,267.16
761376,7469,2024-06-27,2024-07-03,Delivered,387.79
175430,5346,2024-06-24,2024-06-30,Shipped,89.37
932241,1843,2024-12-30,2025-01-02,Delivered,299.97
222890,3725,2024-07-23,2024-07-27,Shipped,103.63
225916,8714,2024-06-05,2024-06-11,Delivered,173.55
691831,1725,2024-11-19,2024-11-22,Shipped,395.92
232729,6440,2024-09-01,,Cancelled,486.18
230031,5996,2024-10-23,2024-10-30,Pending,437.17
633095,3314,2024-08-07,2024-08-14,Pending,181.42
831846,3634,2024-08-09,2024-08-14,Shipped,231.22
929678,8980,2024-07-11,2024-07-14,Shipped,269.06
702998,1675,2024-07-30,,Cancelled,279.42
575635,2552,2024-12-25,2024-12-30,Pending,27.96
353839,2474,2024-09-16,2024-09-21,Delivered,27.12
242199,5453,2024-11-04,2024-11-09,Pending,166.66
229845,3936,2024-10-28,,Returned,267.91
779076,9275,2024-08-30,2024-09-05,Delivered,443.08
527831,2966,2024-06-09,,Cancelled,146.64
391250,5232,2024-06-23,2024-06-26,Delivered,31.28
511936,1372,2024-08-24,,Cancelled,55.86
255471,8426,2024-07-09,2024-07-14,Delivered,43.36
380055,5168,2024-11-28,2024-12-03,Delivered,391.4
225014,4443,2024-08-30,2024-09-01,Pending,41.87
277205,3999,2024-06-11,2024-06-14,Pending,431.81
872366,6638,2024-12-05,2024-12-08,Delivered,358.95
427486,7105,2024-07-06,2024-07-09,Shipped,400.18
358807,1625,2024-07-18,2024-07-21,Pending,190.82
919808,6168,2024-10-22,2024-10-28,Shipped,206.29
596187,4793,2024-06-02,2024-06-05,Pending,127.67
987577,1831,2024-12-09,2024-12-16,Pending,259.8
608954,5228,2024-12-22,2024-12-24,Shipped,80.65
281807,3713,2024-10-31,2024-11-07,Shipped,173.6
230219,5876,2024-08-08,2024-08-14,Pending,199.18
371652,6354,2024-06-15,2024-06-22,Pending,360.0
357579,2650,2024-06-18,2024-06-20,Shipped,476.86
518038,5437,2024-10-30,,Cancelled,40.74
266812,2562,2024-10-18,,Returned,434.57
921753,2842,2024-07-13,,Returned,216.83
218096,8207,2024-11-11,2024-11-18,Delivered,445.93
166581,9686,2024-12-01,2024-12-08,Delivered,46.0
688158,7267,2024-07-19,2024-07-26,Shipped,246.07
398104,3344,2024-12-05,2024-12-07,Pending,408.35
920369,5752,2024-10-26,2024-10-31,Pending,156.25
505364,2257,2024-10-23,,Cancelled,128.99
442505,8094,2024-06-15,,Returned,185.88
938842,5150,2024-11-20,2024-11-25,Pending,229.28
543867,9954,2024-08-08,2024-08-15,Pending,145.65
860803,5454,2024-11-12,2024-11-14,Delivered,186.56
635078,5233,2024-10-11,,Cancelled,344.7
929142,1058,2024-08-07,2024-08-11,Delivered,432.07
834397,7505,2024-07-11,,Cancelled,401.13
171673,1866,2024-07-31,2024-08-03,Delivered,304.73
397452,7648,2024-06-12,2024-06-19,Shipped,443.3
643772,8371,2024-11-06,,Returned,49.9
706587,4588,2024-06-23,,Returned,390.99
328830,6459,2024-11-16,2024-11-20,Delivered,441.47
895581,7113,2024-06-15,,Cancelled,209.56
383106,3504,2024-08-29,,Returned,94.57
481803,3377,2024-07-04,,Returned,399.94
418378,8532,2024-11-23,,Cancelled,350.01
578138,4084,2024-10-21,,Returned,296.27
925482,1496,2024-11-30,2024-12-03,Pending,261.59
212575,5880,2024-08-12,,Returned,180.31
529224,2015,2024-09-09,,Returned,32.58
162860,1484,2024-08-08,2024-08-10,Shipped,348.55
628455,1753,2024-09-10,,Cancelled,418.13
120348,1099,2024-07-02,,Cancelled,196.14
646258,2207,2024-09-11,2024-09-17,Shipped,189.84
298035,6830,2024-10-29,2024-10-31,Pending,118.35
681878,5064,2024-11-22,,Returned,458.95
604278,9781,2024-10-04,2024-10-07,Shipped,408.55
173749,7077,2024-10-25,2024-10-30,Shipped,23.47
491321,7228,2024-12-26,2025-01-02,Delivered,361.69
683251,6760,2024-09-27,2024-09-30,Delivered,118.32
528121,6463,2024-10-05,,Returned,371.36
269105,6699,2024-07-31,,Returned,159.53
783013,4458,2024-11-27,2024-11-29,Shipped,21.46
772260,8719,2024-10-30,2024-11-06,Pending,410.55
120123,5617,2024-12-08,2024-12-14,Shipped,421.42
989532,2201,2024-11-24,2024-12-01,Shipped,280.43
369089,2786,2024-11-03,,Returned,472.68
524067,6962,2024-10-06,,Returned,415.43
554795,6092,2024-09-02,2024-09-08,Delivered,123.51
905241,6547,2024-12-11,2024-12-15,Shipped,478.86
905487,1088,2024-07-29,2024-08-02,Shipped,405.9
830907,2531,2024-06-04,,Cancelled,84.66
994932,3523,2024-06-27,2024-07-04,Delivered,261.31
546501,5454,2024-07-17,2024-07-24,Delivered,317.93
108308,4369,2024-11-04,2024-11-08,Shipped,299.14
689187,6449,2024-10-27,,Returned,403.66
423169,5632,2024-06-20,2024-06-24,Shipped,287.84
735618,2746,2024-10-06,,Returned,78.8
675217,4943,2024-06-10,,Cancelled,341.61
807127,2446,2024-10-11,2024-10-17,Shipped,465.42
242036,3478,2024-10-02,,Returned,331.36
228633,6136,2024-09-02,,Cancelled,276.79
443506,4125,2024-07-30,,Returned,113.62
629983,7117,2024-07-04,,Cancelled,285.4
776315,7106,2024-11-18,2024-11-21,Shipped,33.86
148415,5857,2024-06-13,2024-06-17,Shipped,223.61
612061,8791,2024-12-26,,Cancelled,49.24
806287,1672,2024-06-24,2024-06-27,Shipped,56.54
732396,6965,2024-09-12,,Returned,21.23
620466,7825,2024-08-15,2024-08-21,Delivered,343.95
739691,8766,2024-09-14,2024-09-19,Pending,218.6
296262,7063,2024-12-21,,Cancelled,359.84
375857,7185,2024-10-05,2024-10-07,Delivered,311.36
832332,7130,2024-06-27,2024-07-01,Delivered,57.77
352408,5195,2024-10-10,2024-10-12,Shipped,134.44
259806,3160,2024-07-16,2024-07-19,Pending,163.88
935178,8951,2024-07-30,2024-08-06,Delivered,115.9
479388,3007,2024-11-02,2024-11-09,Delivered,234.21
571333,6526,2024-08-31,2024-09-05,Shipped,263.98
286520,1254,2024-11-16,2024-11-20,Shipped,203.99
655551,8037,2024-08-14,2024-08-20,Delivered,460.1
478878,5632,2024-12-28,,Returned,242.46
963739,9328,2024-07-22,,Returned,225.43
133866,1827,2024-07-27,,Returned,217.62
566764,1760,2024-10-05,2024-10-11,Pending,391.84
469954,8650,2024-07-31,2024-08-07,Delivered,204.93
757448,5108,2024-07-04,2024-07-07,Pending,79.92
933546,5001,2024-07-29,,Returned,413.25
503077,6659,2024-11-03,,Returned,164.49
802561,6663,2024-08-23,2024-08-29,Pending,490.79
273760,4784,2024-11-30,,Returned,397.42
331195,8115,2024-11-19,,Returned,277.82
370801,8847,2024-10-18,2024-10-23,Delivered,56.6
781519,2530,2024-06-22,2024-06-27,Pending,185.71
713897,7014,2024-07-23,,Returned,87.47
148055,2082,2024-11-13,2024-11-19,Pending,389.52
676062,9908,2024-11-29,,Returned,75.42
366117,3416,2024-10-27,2024-10-30,Pending,171.3
580759,1245,2024-07-16,2024-07-20,Pending,156.82
112442,5454,2024-12-13,,Cancelled,290.28
855131,9023,2024-10-11,2024-10-15,Delivered,179.76
531097,1038,2024-06-27,,Cancelled,23.83
314549,6810,2024-10-06,2024-10-12,Shipped,101.03
420706,9487,2024-11-07,,Cancelled,359.26
981034,2109,2024-09-08,2024-09-12,Pending,311.88
226673,2633,2024-09-23,2024-09-28,Shipped,240.86
912122,6081,2024-12-24,2024-12-27,Shipped,113.35
322979,4686,2024-07-27,2024-08-02,Pending,264.1
726008,7918,2024-11-22,2024-11-25,Shipped,455.83
975463,9162,2024-07-04,2024-07-08,Delivered,30.62
393208,4090,2024-06-16,2024-06-23,Pending,447.52
263814,9423,2024-06-22,,Cancelled,266.55
989101,4775,2024-08-23,2024-08-30,Shipped,474.19
730374,7175,2024-10-07,,Cancelled,495.76
678293,3646,2024-08-15,,Cancelled,168.48
130998,2167,2024-09-25,2024-10-01,Pending,345.94
668316,7673,2024-10-18,,Returned,268.97
231214,5072,2024-10-11,2024-10-14,Delivered,214.83
288949,7298,2024-08-27,2024-09-01,Pending,145.38
742241,8238,2024-11-18,2024-11-22,Pending,403.19
278624,5895,2024-10-15,,Returned,380.93
452890,5006,2024-06-20,2024-06-24,Delivered,94.71
944455,2523,2024-10-11,2024-10-17,Shipped,281.01
989276,1875,2024-09-06,,Returned,450.99
609659,8423,2024-09-08,,Cancelled,64.76
855510,4386,2024-09-19,,Returned,27.84
192457,3197,2024-11-13,2024-11-15,Delivered,28.3
409398,7357,2024-12-06,2024-12-08,Delivered,472.68
771182,4970,2024-12-16,2024-12-22,Pending,191.75
466241,7973,2024-12-12,2024-12-16,Pending,337.89
447017,5960,2024-07-25,2024-07-29,Shipped,143.46
748756,8124,2024-11-27,,Returned,286.5
860134,4818,2024-08-10,2024-08-15,Delivered,45.16
779467,8248,2024-10-05,,Cancelled,160.81
512865,7462,2024-07-27,,Returned,250.72
966351,2104,2024-08-01,2024-08-03,Pending,39.19
189620,5093,2024-10-21,2024-10-28,Shipped,302.18
478555,4155,2024-12-24,,Returned,236.45
506581,5650,2024-08-29,2024-08-31,Delivered,63.01
367029,8884,2024-07-02,2024-07-07,Pending,292.21
794883,8660,2024-09-25,2024-09-28,Shipped,414.73
380877,9121,2024-07-01,2024-07-06,Pending,20.33
652312,6002,2024-08-14,,Returned,183.8
672015,1739,2024-10-02,,Cancelled,216.67
965169,2849,2024-12-15,2024-12-22,Delivered,408.51
514767,8081,2024-06-06,2024-06-13,Pending,273.79
570837,6492,2024-10-02,,Cancelled,25.07
314624,8200,2024-07-24,2024-07-30,Pending,154.38
940999,4030,2024-06-23,,Cancelled,426.59
767978,6511,2024-08-16,,Cancelled,214.2
653591,6031,2024-08-07,,Returned,233.87
501884,3758,2024-06-10,2024-06-12,Pending,108.12
863595,6046,2024-06-21,2024-06-27,Delivered,153.81
303884,6724,2024-10-21,,Cancelled,344.71
709019,6866,2024-07-02,2024-07-07,Pending,310.27
241925,6422,2024-06-07,2024-06-13,Delivered,380.65
301877,8219,2024-07-19,2024-07-21,Delivered,238.99
865267,1756,2024-07-07,,Returned,477.73
492347,4723,2024-07-25,2024-07-30,Pending,435.48
104058,7348,2024-10-02,,Returned,356.31
411004,3857,2024-11-23,2024-11-27,Shipped,254.62
790113,4460,2024-07-25,2024-07-30,Pending,117.02
127642,5863,2024-09-08,,Returned,418.89
860228,1373,2024-09-30,2024-10-02,Pending,318.8
230425,7219,2024-06-04,2024-06-08,Pending,375.71
930692,7633,2024-06-17,2024-06-23,Shipped,380.08
754010,3660,2024-07-04,,Cancelled,33.38
175084,3092,2024-10-18,,Cancelled,318.84
208930,1285,2024-09-29,2024-10-02,Pending,373.71
450903,5720,2024-12-12,,Cancelled,252.83
510662,7167,2024-08-22,,Returned,208.99
502455,4489,2024-07-14,2024-07-16,Pending,103.99
813182,7870,2024-10-15,,Cancelled,79.96
474219,5342,2024-08-25,,Returned,24.62
178284,9911,2024-08-24,,Returned,312.21
643055,4952,2024-12-17,2024-12-22,Delivered,248.57
386579,9526,2024-12-13,2024-12-17,Pending,90.97
109322,9314,2024-09-20,,Returned,200.15
783726,1580,2024-08-06,2024-08-08,Shipped,68.08
133859,7494,2024-12-29,2025-01-03,Delivered,458.65
376142,8654,2024-11-05,,Cancelled,429.14
611039,5239,2024-09-04,,Returned,289.29
206326,7889,2024-12-23,,Cancelled,497.34
746256,2631,2024-07-12,2024-07-16,Pending,274.78
130005,6694,2024-09-14,2024-09-20,Shipped,104.4
148620,6787,2024-12-29,2024-12-31,Pending,456.65
735575,8197,2024-06-07,,Returned,63.28
120866,1709,2024-07-07,,Cancelled,162.47
258058,5507,2024-11-23,,Returned,228.34
949612,7959,2024-07-10,2024-07-17,Delivered,41.08
849994,7854,2024-11-24,2024-11-29,Shipped,421.43
972286,7394,2024-10-03,,Cancelled,190.35
400190,1049,2024-06-06,2024-06-09,Pending,205.64
613838,4956,2024-06-05,2024-06-10,Pending,61.73
207371,3000,2024-11-17,,Returned,170.4
783362,6069,2024-10-28,2024-11-04,Pending,301.43
182481,6509,2024-10-27,,Cancelled,463.55
140513,5117,2024-10-19,2024-10-23,Pending,324.68
402100,9772,2024-07-13,,Cancelled,181.42
199375,7470,2024-10-08,2024-10-13,Shipped,293.42
559099,8241,2024-10-16,2024-10-22,Shipped,328.53
218259,1538,2024-11-30,,Returned,477.89
765975,5403,2024-11-09,2024-11-12,Pending,233.47
100450,7327,2024-11-24,,Cancelled,106.78
997009,4819,2024-12-20,,Cancelled,444.11
672951,8548,2024-09-19,2024-09-21,Shipped,181.47
311162,8060,2024-06-23,2024-06-25,Shipped,126.81
921973,8799,2024-07-15,,Returned,394.98
350637,8398,2024-10-19,2024-10-26,Pending,160.71
996652,7688,2024-08-08,2024-08-12,Pending,431.19
336343,4167,2024-12-13,2024-12-17,Delivered,334.41
257223,1862,2024-09-22,,Cancelled,128.31
322229,7493,2024-10-08,2024-10-15,Shipped,468.98
651552,3975,2024-07-17,2024-07-23,Delivered,397.05
183789,1735,2024-10-26,,Cancelled,207.39
672790,3570,2024-10-04,,Returned,304.14
932973,4892,2024-08-10,2024-08-14,Shipped,420.93
443326,7590,2024-12-15,,Cancelled,442.06
294274,3492,2024-10-05,2024-10-10,Pending,415.85
128699,5764,2024-11-28,,Cancelled,457.98
611763,8273,2024-12-13,,Returned,442.64
257071,2833,2024-06-16,,Returned,57.3
367135,8522,2024-08-06,,Returned,455.31
314891,1109,2024-08-21,,Cancelled,334.06
382031,5537,2024-11-24,,Cancelled,223.69
534124,7153,2024-07-11,2024-07-16,Shipped,135.65
328472,7855,2024-09-19,2024-09-25,Delivered,135.44
288684,9616,2024-08-10,,Returned,119.75
135490,6699,2024-10-01,2024-10-08,Delivered,461.59
445179,7117,2024-12-16,2024-12-23,Pending,159.48
728067,6342,2024-07-04,2024-07-10,Shipped,55.85
550398,1556,2024-06-02,,Returned,245.2
517864,8270,2024-11-21,2024-11-28,Shipped,347.28
803424,7556,2024-10-23,,Cancelled,66.48
212879,6485,2024-08-28,2024-09-03,Shipped,269.7
329376,1231,2024-10-20,2024-10-24,Delivered,224.15
221326,9819,2024-12-28,2025-01-01,Pending,168.77
343501,8912,2024-11-30,2024-12-02,Delivered,155.9
657871,2384,2024-10-14,2024-10-21,Delivered,349.25
979435,7822,2024-12-05,,Cancelled,201.16
937007,5917,2024-08-07,2024-08-14,Shipped,133.27
152967,2263,2024-10-09,2024-10-16,Pending,195.62
958981,7883,2024-11-17,2024-11-20,Shipped,299.32
228251,4666,2024-11-13,2024-11-16,Pending,350.42
433607,6480,2024-08-18,,Cancelled,83.21
670007,5889,2024-12-01,,Cancelled,390.47
990860,9909,2024-07-02,2024-07-04,Shipped,42.41
900475,1582,2024-12-22,,Cancelled,296.09
142462,6673,2024-10-14,2024-10-16,Delivered,308.28
630742,2015,2024-09-27,2024-09-29,Delivered,367.54
706205,2267,2024-08-14,2024-08-17,Delivered,183.84
547641,6564,2024-06-02,2024-06-07,Pending,40.96
670779,1197,2024-06-14,2024-06-17,Delivered,246.93
826517,1859,2024-11-28,2024-12-02,Delivered,227.79
489471,2600,2024-10-21,,Cancelled,266.75
286792,4665,2024-08-11,2024-08-16,Pending,240.15
671891,5555,2024-11-14,2024-11-20,Delivered,356.9
101953,5386,2024-06-22,2024-06-29,Pending,293.14
646383,4231,2024-07-11,2024-07-17,Pending,433.51
486704,9927,2024-11-17,2024-11-19,Delivered,431.31
749414,6397,2024-12-30,2025-01-03,Delivered,378.95
421385,9058,2024-11-01,2024-11-04,Shipped,453.17
509134,5159,2024-07-22,2024-07-24,Shipped,83.6
276435,3034,2024-10-04,,Returned,191.14
102328,4816,2024-10-18,2024-10-23,Delivered,111.63
636595,2505,2024-07-18,2024-07-23,Shipped,132.79
661845,2911,2024-09-29,,Cancelled,183.66
294817,4431,2024-12-21,2024-12-27,Delivered,184.86
731449,8052,2024-11-18,2024-11-24,Shipped,310.56
233998,3361,2024-09-30,,Cancelled,270.33
817360,2188,2024-10-18,2024-10-23,Pending,67.35
225626,4193,2024-08-01,,Returned,167.86
366642,6378,2024-11-04,,Cancelled,448.86
645394,6184,2024-06-21,2024-06-23,Shipped,401.32
937477,7444,2024-09-08,,Returned,479.61
572020,3613,2024-09-03,2024-09-09,Shipped,90.48
102308,5665,2024-06-28,2024-07-02,Pending,171.52
816637,6808,2024-07-04,2024-07-06,Delivered,114.36
678624,9644,2024-10-07,,Cancelled,435.91
347973,1551,2024-07-28,2024-08-04,Delivered,185.99
661840,5705,2024-12-29,,Cancelled,248.81
100549,9747,2024-08-05,2024-08-12,Pending,389.71
288811,1610,2024-08-06,2024-08-09,Delivered,40.19
500178,7177,2024-06-04,2024-06-08,Delivered,418.09
868325,2475,2024-06-10,2024-06-13,Pending,176.96
487501,9573,2024-07-29,2024-08-02,Delivered,82.24
798630,7794,2024-10-20,2024-10-26,Pending,403.58
397761,9517,2024-11-25,,Returned,312.13
827331,6990,2024-11-17,2024-11-24,Delivered,265.26
298374,7944,2024-08-16,2024-08-20,Delivered,204.09
157112,7698,2024-09-26,2024-09-29,Shipped,307.31
855200,7021,2024-08-24,2024-08-27,Pending,308.78
455469,7755,2024-08-24,,Returned,465.19
936491,1488,2024-11-01,,Cancelled,375.85
620891,4194,2024-09-07,2024-09-10,Shipped,77.48
980355,1275,2024-06-21,,Returned,182.37
836952,5197,2024-10-05,,Cancelled,342.0
507590,3163,2024-09-20,2024-09-24,Shipped,231.58
248885,8234,2024-08-20,2024-08-26,Delivered,433.45
481210,6941,2024-10-18,2024-10-21,Shipped,278.06
578985,1792,2024-07-07,,Returned,78.27
737161,9562,2024-11-21,,Cancelled,466.08
850232,8042,2024-09-18,2024-09-20,Pending,427.06
298331,8737,2024-11-15,,Cancelled,422.9
356344,2425,2024-12-29,,Cancelled,111.57
669332,7945,2024-08-28,2024-09-04,Delivered,487.79
760133,4218,2024-08-17,2024-08-21,Shipped,306.33
798130,5284,2024-07-23,2024-07-30,Pending,444.15
461130,1066,2024-07-31,2024-08-04,Pending,406.6
159015,4324,2024-06-29,,Returned,301.07
514134,8386,2024-12-15,,Returned,79.54
604704,4361,2024-07-31,2024-08-05,Shipped,147.55
121803,4870,2024-11-29,2024-12-06,Shipped,129.68
179961,9201,2024-12-12,2024-12-16,Delivered,480.81
273700,1276,2024-11-17,2024-11-24,Shipped,276.07
332327,8521,2024-12-12,,Cancelled,56.26
516972,6123,2024-06-21,2024-06-23,Shipped,162.37
188664,4977,2024-12-31,2025-01-05,Delivered,93.94
892064,8132,2024-12-30,2025-01-06,Pending,328.96
774528,5573,2024-11-01,,Returned,381.21
750470,4623,2024-11-27,2024-12-03,Shipped,367.55
145945,3402,2024-12-19,2024-12-23,Pending,25.6
592756,2933,2024-12-03,2024-12-10,Shipped,416.35
969003,8918,2024-09-19,,Returned,483.9
185734,7747,2024-07-16,,Cancelled,437.1
985603,4267,2024-12-16,2024-12-18,Pending,211.32
235802,9084,2024-11-15,2024-11-20,Pending,133.5
359772,2134,2024-12-13,,Returned,264.0
440350,1799,2024-10-10,,Cancelled,492.85
771379,1357,2024-12-25,,Cancelled,299.72
659812,5970,2024-08-21,,Cancelled,473.61
384907,8202,2024-08-18,,Cancelled,232.63
817116,6049,2024-11-21,2024-11-24,Shipped,380.21
644204,5685,2024-09-14,,Cancelled,251.9
230694,4133,2024-08-02,2024-08-05,Delivered,49.78
902661,3724,2024-08-26,2024-08-30,Shipped,458.4
822324,7940,2024-06-21,2024-06-26,Delivered,137.8
594554,7283,2024-10-03,2024-10-08,Shipped,445.59
645733,4176,2024-10-05,,Returned,212.01
582992,7525,2024-09-08,2024-09-14,Delivered,423.0
925882,2980,2024-12-16,2024-12-20,Shipped,427.04
831285,9848,2024-10-01,2024-10-06,Pending,396.26
731808,2241,2024-10-11,,Cancelled,100.5
885634,7982,2024-08-11,2024-08-18,Delivered,287.56
738094,2809,2024-07-19,,Cancelled,483.64
245423,9646,2024-10-02,,Returned,314.26
622947,7838,2024-09-27,2024-10-01,Shipped,473.22
293948,5927,2024-10-27,,Cancelled,376.18
418284,2461,2024-10-31,2024-11-02,Delivered,48.49
281116,1675,2024-11-21,,Returned,32.34
408089,8230,2024-11-29,,Returned,231.1
639089,1151,2024-10-02,,Returned,75.82
583947,7105,2024-12-13,2024-12-16,Shipped,115.07
851533,9343,2024-06-09,,Cancelled,114.27
720232,8377,2024-10-16,,Returned,336.31
755109,4165,2024-06-17,2024-06-24,Pending,159.44
954481,4242,2024-07-08,,Cancelled,270.69
390352,3123,2024-10-17,,Cancelled,196.98
440289,9859,2024-12-12,,Cancelled,311.56
902616,2330,2024-06-21,2024-06-23,Delivered,422.53
357919,5300,2024-06-15,,Cancelled,485.6
202781,4401,2024-07-08,2024-07-13,Pending,53.54
455318,5681,2024-09-01,,Cancelled,395.25
995246,8322,2024-11-27,2024-12-04,Delivered,234.89
728997,3298,2024-09-06,2024-09-10,Shipped,269.87
834698,8564,2024-08-21,2024-08-23,Shipped,253.08
141102,7434,2024-06-28,,Returned,366.93
838205,9658,2024-10-21,2024-10-25,Shipped,403.43
233854,5471,2024-11-13,,Cancelled,405.67
185625,8372,2024-07-10,,Cancelled,450.32
850783,7853,2024-10-30,,Returned,76.98
666618,1404,2024-12-03,,Returned,29.86
202847,8445,2024-08-03,,Returned,72.05
187982,9048,2024-07-18,2024-07-24,Pending,428.18
136588,7366,2024-11-29,2024-12-04,Delivered,120.07
691506,2030,2024-10-01,2024-10-06,Shipped,44.92
624122,6888,2024-10-14,2024-10-17,Pending,345.38
557898,2735,2024-09-23,2024-09-26,Delivered,372.81
336653,9533,2024-08-12,2024-08-14,Delivered,379.31
577524,7729,2024-07-19,2024-07-26,Delivered,101.57
457479,4719,2024-09-15,2024-09-22,Pending,466.81
518459,5553,2024-07-09,,Cancelled,330.96
767700,6621,2024-10-26,,Returned,377.51
673166,9795,2024-12-02,,Cancelled,20.36
420175,1807,2024-10-08,,Cancelled,256.01
818116,6898,2024-10-25,2024-10-31,Shipped,290.87
189783,9628,2024-09-27,,Returned,453.53
869087,4825,2024-06-27,,Cancelled,69.79
302371,4796,2024-10-15,,Returned,432.94
283880,7028,2024-11-03,2024-11-06,Shipped,432.92
426304,7486,2024-12-27,2024-12-31,Pending,209.66
646535,9551,2024-11-04,2024-11-11,Pending,113.08
901856,9974,2024-06-22,2024-06-27,Delivered,256.13
811319,8051,2024-06-06,2024-06-12,Pending,361.1
887962,6926,2024-07-03,,Returned,482.79
895180,5309,2024-07-24,2024-07-26,Pending,187.9
732170,4858,2024-12-15,,Cancelled,440.81
945822,6157,2024-09-22,2024-09-26,Pending,346.59
933360,9385,2024-11-20,,Returned,88.85
848281,4674,2024-06-07,2024-06-13,Shipped,274.88
739033,8018,2024-06-29,2024-07-04,Pending,106.11
363580,6895,2024-06-07,2024-06-12,Shipped,134.44
723420,5289,2024-06-08,2024-06-15,Shipped,304.81
713283,2009,2024-06-03,,Returned,351.97
916050,7840,2024-08-09,2024-08-11,Shipped,202.86
101337,9200,2024-11-23,2024-11-29,Delivered,185.65
219221,7302,2024-08-11,2024-08-16,Delivered,395.73
520502,8601,2024-11-24,2024-11-28,Delivered,294.88
816436,3809,2024-12-18,2024-12-24,Shipped,389.71
332583,6275,2024-11-30,2024-12-03,Shipped,244.16
176978,7022,2024-08-28,2024-09-01,Shipped,252.75
966359,9636,2024-08-10,,Cancelled,469.17
776785,7276,2024-09-07,2024-09-12,Delivered,397.11
916350,6964,2024-07-08,,Returned,304.32
917060,4783,2024-10-06,2024-10-10,Delivered,407.3
662299,9566,2024-12-18,2024-12-21,Shipped,141.47
775043,2876,2024-08-21,2024-08-25,Pending,62.9
111813,4310,2024-09-01,,Cancelled,381.96
470612,9316,2024-09-08,,Cancelled,488.34
308285,2144,2024-10-21,2024-10-27,Shipped,492.12
763233,9078,2024-09-17,2024-09-24,Shipped,34.0
343544,8867,2024-06-12,2024-06-15,Delivered,478.85
330952,7439,2024-09-10,2024-09-14,Pending,68.07
902183,6689,2024-06-16,2024-06-23,Pending,355.79
904548,2245,2024-06-08,2024-06-11,Shipped,177.41
131345,3994,2024-07-27,2024-08-03,Delivered,371.5
527181,2909,2024-09-03,2024-09-09,Shipped,322.57
389919,2828,2024-12-02,2024-12-08,Pending,406.62
286142,8109,2024-11-10,,Cancelled,303.08
561958,1645,2024-11-10,2024-11-14,Pending,370.08
440020,9068,2024-12-02,2024-12-05,Shipped,471.79
161276,7513,2024-07-30,,Returned,289.29
675649,4669,2024-12-11,,Returned,372.4
841849,2111,2024-09-28,,Cancelled,359.98
703086,8235,2024-08-07,,Returned,42.07
511554,4219,2024-12-15,,Returned,161.66
714563,2817,2024-11-19,2024-11-22,Delivered,261.33
156589,7098,2024-09-09,2024-09-14,Pending,408.66
447619,1157,2024-10-16,2024-10-22,Shipped,94.17
501830,4802,2024-10-28,,Returned,270.91
706136,8504,2024-11-24,2024-12-01,Pending,250.96
151125,1228,2024-11-12,2024-11-18,Delivered,22.84
887665,7062,2024-07-31,2024-08-04,Pending,459.54
197167,2440,2024-06-09,2024-06-13,Shipped,188.0
577953,5714,2024-07-15,2024-07-19,Delivered,467.65
177920,9129,2024-08-02,2024-08-04,Delivered,129.21
668751,7731,2024-12-05,2024-12-08,Delivered,327.55
764288,4443,2024-08-23,2024-08-29,Shipped,118.54
652422,9060,2024-08-31,,Cancelled,411.37
559738,6988,2024-06-28,2024-07-05,Pending,418.0
624084,1061,2024-10-04,2024-10-10,Shipped,127.19
937356,4054,2024-11-09,2024-11-15,Delivered,153.62
378338,3235,2024-12-07,,Returned,329.19
601316,7838,2024-12-19,,Returned,462.6
621872,5359,2024-11-09,2024-11-11,Shipped,131.87
626382,3044,2024-06-23,,Cancelled,434.01
432336,9666,2024-12-27,2025-01-01,Delivered,86.79
412616,6858,2024-06-13,,Returned,376.81
244444,2005,2024-07-19,,Cancelled,479.04
962599,7912,2024-08-09,2024-08-11,Pending,367.75
798351,6180,2024-11-16,2024-11-22,Pending,350.47
433356,2020,2024-09-09,,Returned,245.37
594126,8619,2024-08-23,2024-08-27,Delivered,312.86
998906,2763,2024-08-06,,Cancelled,290.22
